index,lat,lon,heading_deg,point_type,next_seg_type
0,29.16833336,119.88238948,88.6,0,0
1,29.16833551,119.88249233,88.6,0,0
2,29.16833703,119.88256503,106.0,0,0
3,29.16832960,119.88259470,106.0,0,0
4,29.16824079,119.88261020,171.3,0,0
5,29.16818853,119.88261932,178.0,0,0
6,29.16816160,119.88262040,88.0,0,0
7,29.16823753,119.88256543,-32.3,0,0
8,29.16831347,119.88251046,-32.3,0,0
9,29.16838290,119.88246020,0.0,0,0
