index,lat,lon,heading_deg,point_type,next_seg_type
0,29.1752940,119.7854440,-110.0,0,0
1,29.1750600,119.7851080,-96.0,0,0
2,29.1750220,119.7848270,-46.0,0,0
3,29.1751270,119.7846330,-110.0,0,0
4,29.1748810,119.7843350,-110.0,0,0
